Date,Open,High,Low,Close,Volume
2014-12-31,24.687115220607918,24.755619117222476,24.58435855905522,24.712804794311523,2154700
2015-01-02,24.507293333366775,24.678552259871864,24.430226244797872,24.56723403930664,2421600
2015-01-05,24.336036333919868,24.43879301146544,23.779441883141473,23.907886505126953,3434400
2015-01-06,23.89932227108962,23.89932227108962,23.419794941051457,23.55680274963379,1992700
2015-01-07,23.650996734118994,23.847945258992073,23.513987289357345,23.58249282836914,2172200
2015-01-08,23.74518591897289,23.993513570236665,23.74518591897289,23.87363052368164,1524800
2015-01-09,23.865069571576125,23.899320704846104,23.599615530740234,23.668119430541992,2828900
2015-01-12,23.47973473210616,23.513985866277213,23.15434160780283,23.291349411010742,2488700
2015-01-13,23.376984001765393,23.53111822784606,22.94883409965788,23.1885986328125,1601200
2015-01-14,22.965951258993073,23.05158153165701,22.614868611006383,23.043018341064453,3654800
2015-01-15,23.282788511323833,23.282788511323833,22.90601619877823,22.914579391479492,2980300
2015-01-16,22.786131377114256,23.368415328065595,22.786131377114256,23.34272575378418,2105000
2015-01-20,23.33416465954925,23.351291043942783,23.051585850103532,23.06871223449707,1626200
2015-01-21,23.13721466064453,23.282785652165696,22.983080477473674,23.13721466064453,2590700
2015-01-22,23.137213262169432,23.462606358881093,23.137213262169432,23.33416175842285,1732100
2015-01-23,23.3255993709299,23.496859932949153,23.299909796648485,23.34272575378418,1835700
2015-01-26,23.29134669916198,23.368413783651114,23.180026851228046,23.28278350830078,1180900
2015-01-27,23.154340803720192,23.496860299845267,23.154340803720192,23.454044342041016,2233300
2015-01-28,23.462605997315464,23.471169188315613,22.846070944659857,22.863197326660156,1797500
2015-01-29,22.863201317791184,22.940268416984118,22.426488300118546,22.76044464111328,2561800
2015-01-30,22.417925852363734,22.923142793517997,22.306605979492712,22.64056396484375,3414300
2015-02-02,22.820382670226735,23.291348402464607,22.820382670226735,23.23996925354004,1980300
2015-02-03,23.49686125720754,24.02776608951729,23.445482105749033,23.865070343017578,4998000
2015-02-04,23.60818324960403,23.6938135490926,23.317041211300157,23.419797897338867,2442400
2015-02-05,23.573927784017148,23.942135227707386,23.5653645923134,23.88219451904297,2715400
2015-02-06,23.788002248977126,23.96782437173611,23.548237785370024,23.642431259155273,1532200
2015-02-09,23.710938152464973,23.984953783611402,23.710938152464973,23.805130004882812,1471900
2015-02-10,23.796568472139693,23.796568472139693,23.47973687748339,23.63387107849121,1989500
2015-02-11,23.462608169393558,23.633868738727823,23.41979384369091,23.565364837646484,2144800
2015-02-12,23.847940819555397,23.984948605550283,23.77087373577557,23.959259033203125,1593900
2015-02-13,24.121958447771128,24.21615192114505,24.00207703312197,24.044891357421875,2050500
2015-02-17,24.156211080576107,24.3702859818925,24.027766466438646,24.29322052001953,963300
2015-02-18,24.0705831428909,24.130523855721155,23.92501214033374,24.027767181396484,1445600
2015-02-19,23.736620896529715,23.899318254350035,23.65099225550373,23.830814361572266,1191200
2015-02-20,23.85650600790604,23.890757140641877,23.69380863594092,23.728059768676758,1174700
2015-02-23,23.685245444441513,23.81369005040902,23.591051971209847,23.728059768676758,2517200
2015-02-24,23.71093615516576,23.89932147739473,23.625305869330102,23.865070343017578,2584900
2015-02-25,24.02776460638775,24.13908446108137,23.942134325837674,24.10483169555664,945000
2015-02-26,24.036326416346846,24.164771013159076,23.933571392201724,23.9421329498291,987500
2015-02-27,23.967827344161925,24.19046545228055,23.967827344161925,23.99351692199707,1369700
2015-03-02,23.950697953438258,24.019201852473643,23.865069304590364,24.002077102661133,1098900
2015-03-03,24.079145240975798,24.087706799623692,23.839380767288322,23.865070343017578,808400
2015-03-04,23.736623526602898,23.925010477561706,23.625305300977814,23.88219451904297,1076200
