"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"POWERGRID","EQ","02-Jan-2017","        183.50","        183.50","        185.20","        182.60","        183.80","        183.65","        183.88","    1019089","           187388893.10","      11755"
"POWERGRID","EQ","03-Jan-2017","        183.65","        184.90","        188.50","        184.50","        188.30","        188.05","        187.44","    4398598","           824453352.45","      28439"
"POWERGRID","EQ","04-Jan-2017","        188.05","        188.05","        188.85","        186.05","        186.90","        186.75","        187.45","    4404097","           825569635.40","      67007"
"POWERGRID","EQ","05-Jan-2017","        186.75","        187.05","        191.25","        186.10","        190.10","        190.85","        188.94","    3578806","           676189933.70","      39293"
"POWERGRID","EQ","06-Jan-2017","        190.85","        191.15","        192.85","        188.25","        189.00","        188.80","        191.06","    3542844","           676909151.70","      60527"
"POWERGRID","EQ","09-Jan-2017","        188.80","        189.20","        189.20","        185.10","        186.30","        186.55","        186.51","    1663023","           310163866.10","      30573"
"POWERGRID","EQ","10-Jan-2017","        186.55","        186.60","        188.30","        185.05","        186.50","        186.55","        186.39","    2602687","           485103878.35","      38098"
"POWERGRID","EQ","11-Jan-2017","        186.55","        187.30","        191.40","        185.90","        189.80","        189.80","        186.87","   12282587","          2295305842.55","      50473"
"POWERGRID","EQ","12-Jan-2017","        189.80","        190.00","        199.75","        190.00","        198.35","        198.00","        197.47","   15107520","          2983216397.05","      98717"
"POWERGRID","EQ","13-Jan-2017","        198.00","        199.90","        199.90","        196.05","        198.80","        197.15","        196.85","   13462319","          2650118540.00","      57244"
"POWERGRID","EQ","16-Jan-2017","        197.15","        197.00","        201.05","        196.75","        199.85","        199.40","        199.28","    4766336","           949813932.60","      71396"
"POWERGRID","EQ","17-Jan-2017","        199.40","        199.40","        200.65","        195.10","        197.70","        197.75","        198.49","    5733905","          1138147420.55","      48111"
"POWERGRID","EQ","18-Jan-2017","        197.75","        198.00","        199.65","        197.05","        198.25","        198.45","        198.43","   11941771","          2369553228.15","      61735"
"POWERGRID","EQ","19-Jan-2017","        198.45","        198.90","        203.70","        197.25","        202.55","        201.80","        199.79","    4925804","           984128179.20","      51182"
"POWERGRID","EQ","20-Jan-2017","        201.80","        202.60","        202.60","        197.45","        200.05","        199.40","        199.26","    7305265","          1455655468.80","      97707"
"POWERGRID","EQ","23-Jan-2017","        199.40","        199.85","        202.20","        199.05","        200.50","        200.20","        200.33","    4125463","           826471276.80","      90919"
"POWERGRID","EQ","24-Jan-2017","        200.20","        201.00","        204.70","        200.60","        203.10","        203.35","        203.43","    4006563","           815045206.10","      81276"
"POWERGRID","EQ","25-Jan-2017","        203.35","        203.65","        204.05","        201.90","        202.95","        203.10","        202.96","    5814207","          1180035023.90","      48191"
