Date,TATASTEEL,ONGC,ITC,TATAMOTORS,HINDALCO,COALINDIA,RELIANCE,NTPC,POWERGRID,SUNPHARMA
2017-03-01,500.35,193.85,268.5,449.45,189.25,320.2,1234.5,159.95,192.65,694.65
2017-03-02,494.65,192.7,264.75,461.7,189.45,321.4,1236.75,155.95,189.75,676.15
2017-03-03,495.1,193.05,261.55,459.95,198.55,321.25,1258.55,156.1,190.85,686.45
2017-03-06,492.7,193.8,264.1,470.8,199.55,322.9,1305.35,158.4,193.85,683.0
2017-03-07,482.0,196.4,264.25,467.55,192.55,322.8,1304.95,157.4,194.55,679.65
2017-03-08,472.45,192.95,264.15,462.8,190.2,320.2,1291.2,157.1,195.6,680.4
2017-03-09,469.45,189.65,264.95,467.6,189.2,318.1,1286.75,158.3,194.45,685.15
2017-03-10,467.75,191.6,263.45,469.1,187.6,316.3,1281.65,157.1,192.55,682.95
2017-03-14,472.55,191.9,267.1,469.75,190.4,294.95,1289.5,159.6,193.65,708.2
2017-03-15,479.05,190.7,268.2,473.45,190.85,292.7,1304.95,158.65,192.95,705.85
2017-03-16,499.65,191.8,268.45,480.95,198.75,291.95,1297.65,161.25,195.1,710.8
2017-03-17,502.2,190.0,281.25,476.5,196.2,289.25,1300.7,159.95,194.0,707.5
2017-03-20,496.65,190.85,281.9,476.0,196.2,291.8,1280.8,161.4,193.6,706.55
2017-03-21,496.4,194.05,287.9,473.75,198.3,292.25,1263.8,162.15,193.25,698.05
2017-03-22,488.1,192.5,279.85,459.9,193.4,292.15,1259.7,160.75,192.1,701.45
2017-03-23,495.5,193.6,277.6,472.9,193.7,295.9,1273.3,164.4,193.05,703.15
2017-03-24,493.2,191.9,281.0,470.4,194.9,297.85,1286.75,164.6,193.75,703.9
2017-03-27,476.5,188.9,281.6,464.75,188.7,291.5,1251.1,163.35,194.85,691.2
2017-03-28,480.2,186.9,280.5,472.4,189.6,290.35,1245.75,164.9,196.7,698.6
2017-03-29,484.4,186.95,283.2,469.05,192.25,294.1,1256.65,163.95,196.85,687.65
2017-03-30,477.5,183.9,282.75,468.4,190.3,289.5,1270.65,163.1,195.45,687.05
2017-03-31,482.7,185.0,280.3,465.85,195.05,292.65,1320.9,166.0,197.3,688.15
2017-04-03,485.85,185.8,281.55,470.4,193.6,295.0,1374.65,164.65,196.2,692.4
2017-04-05,493.3,186.25,278.95,473.5,198.2,290.05,1415.0,166.5,195.0,690.7
2017-04-06,501.65,187.55,274.1,473.2,193.95,286.4,1438.5,167.7,197.2,686.9
2017-04-07,493.2,186.4,272.65,468.3,193.5,283.9,1406.6,168.25,195.0,665.95
2017-04-10,495.35,186.45,273.55,474.9,195.05,286.75,1381.35,166.75,195.3,667.75
2017-04-11,488.1,187.85,282.05,472.25,196.45,288.9,1372.35,167.0,199.15,670.4
2017-04-12,477.4,186.7,281.9,464.55,193.0,290.0,1354.0,164.95,197.6,683.25
2017-04-13,463.55,184.8,279.15,453.35,183.25,291.05,1364.8,164.65,200.0,692.75
2017-04-17,462.4,183.1,279.1,449.2,181.45,285.8,1391.85,159.3,202.3,677.05
2017-04-18,449.9,180.95,279.05,443.7,183.8,279.25,1370.2,161.7,202.35,665.15
2017-04-19,450.75,179.85,278.7,443.05,186.0,282.7,1368.8,164.9,211.2,663.35
2017-04-20,454.4,179.1,279.5,443.95,186.45,279.4,1369.55,163.7,208.9,655.95
2017-04-21,450.85,180.25,274.35,440.6,188.1,277.0,1402.5,167.2,205.6,639.6
2017-04-24,450.7,181.45,276.75,443.85,190.8,277.15,1417.4,166.55,204.85,642.85
2017-04-25,454.65,181.5,281.3,445.65,191.7,278.3,1432.8,165.45,208.6,642.55
2017-04-26,453.8,180.1,290.9,450.8,197.0,276.65,1416.45,165.6,205.7,642.8
2017-04-27,445.85,179.1,285.8,455.35,194.85,274.15,1409.5,164.1,207.75,637.0
2017-04-28,449.25,186.55,278.0,458.9,199.35,276.65,1395.2,164.5,208.0,641.95
2017-05-02,445.05,192.4,279.2,451.25,200.25,274.55,1370.55,162.1,206.0,632.8
2017-05-03,440.8,191.1,277.25,446.6,197.05,279.55,1370.1,162.1,211.05,628.85
2017-05-04,442.45,188.9,281.2,436.5,192.45,280.25,1357.95,162.65,210.65,631.5
2017-05-05,433.6,183.8,277.15,419.6,185.8,278.5,1328.25,159.7,209.0,630.2
2017-05-08,431.9,185.95,272.95,422.65,184.2,279.1,1321.4,160.6,210.0,637.15
2017-05-09,433.5,186.1,271.5,426.8,186.4,278.15,1330.35,161.25,208.35,640.3
2017-05-10,437.45,187.95,273.95,432.3,187.1,278.55,1359.1,162.2,210.5,642.8
2017-05-11,441.15,183.6,276.65,427.45,193.65,274.2,1359.55,160.25,208.2,648.45
2017-05-12,436.7,184.85,274.95,430.85,191.05,276.6,1350.45,158.85,206.25,655.1
2017-05-15,456.05,186.75,277.95,431.9,198.45,277.75,1344.1,159.75,206.7,654.45
2017-05-16,456.55,185.15,283.45,437.25,196.5,275.95,1356.3,159.95,207.4,652.35
2017-05-17,493.9,184.5,281.65,449.1,198.85,276.35,1353.1,158.9,208.8,650.9
2017-05-18,486.25,180.9,277.9,437.95,194.0,276.45,1327.35,157.8,208.25,653.95
2017-05-19,489.5,180.05,286.2,443.35,191.0,276.25,1318.85,159.1,205.75,653.15
2017-05-22,486.4,177.15,303.6,449.65,190.25,273.85,1324.15,158.2,202.5,640.15
2017-05-23,490.4,174.65,300.15,450.5,192.0,267.85,1305.55,156.95,201.4,614.1
2017-05-24,483.35,173.7,299.9,469.55,187.05,261.75,1297.7,156.45,199.9,603.5
2017-05-25,484.7,174.15,300.05,476.0,190.55,265.45,1302.45,156.35,198.95,591.55
2017-05-26,511.75,175.75,309.1,481.1,198.4,268.25,1337.3,156.0,202.2,567.65
2017-05-29,507.7,175.75,315.85,481.5,201.25,267.3,1356.9,156.5,209.1,502.6
2017-05-30,511.85,178.65,311.45,481.3,203.15,267.7,1359.35,161.25,204.1,508.0
2017-05-31,504.7,177.0,311.8,476.15,200.7,262.55,1340.7,160.2,207.95,501.6
2017-06-01,497.15,174.0,314.2,476.65,197.25,265.35,1328.25,160.65,207.65,507.45
2017-06-02,491.95,174.0,319.2,478.75,197.05,268.8,1324.75,162.6,206.1,514.85
2017-06-05,491.3,175.75,317.45,478.15,197.1,264.55,1329.35,162.6,205.3,512.8
2017-06-06,490.3,171.45,311.05,461.0,195.45,262.3,1312.8,158.1,203.45,504.3
2017-06-07,490.85,172.05,312.25,458.0,197.2,264.4,1339.0,157.85,205.05,511.55
2017-06-08,499.0,170.55,311.6,460.8,198.45,262.9,1331.7,157.85,207.35,528.85
2017-06-09,507.05,169.2,306.0,467.1,202.15,261.5,1335.7,157.8,207.2,524.7
2017-06-12,508.4,168.5,304.4,456.25,200.6,260.3,1319.45,157.95,206.2,532.55
2017-06-13,508.6,169.1,305.25,449.55,200.6,259.05,1314.35,160.0,210.25,537.2
2017-06-14,502.65,169.5,299.85,451.95,200.15,257.05,1357.5,159.95,210.5,539.55
2017-06-15,502.55,167.15,301.9,448.3,196.6,254.2,1383.95,159.05,210.35,544.0
2017-06-16,501.95,167.15,306.8,455.75,195.25,255.7,1388.8,160.6,209.95,529.15
2017-06-19,519.55,166.05,310.9,452.35,200.85,253.95,1409.25,160.95,212.4,524.85
2017-06-20,522.35,169.1,308.7,467.4,202.0,253.55,1412.35,158.95,208.3,523.8
2017-06-21,517.65,164.8,308.95,457.3,196.55,250.45,1422.0,159.8,205.7,528.0
2017-06-22,515.0,160.45,311.3,452.7,191.6,245.7,1432.65,158.95,202.3,538.7
2017-06-23,507.25,158.1,311.0,443.15,188.7,244.9,1435.85,157.85,206.0,543.8
2017-06-27,510.9,159.95,312.35,442.3,187.75,244.35,1437.15,157.9,205.75,544.05
2017-06-28,520.6,158.1,308.35,442.5,189.85,245.75,1398.5,159.65,207.6,545.45
2017-06-29,535.05,157.85,311.6,435.6,192.2,245.15,1392.7,158.65,208.0,536.9
2017-06-30,545.75,157.3,323.65,432.55,190.95,244.25,1380.0,158.95,210.55,555.7
2017-07-03,550.6,159.1,342.5,430.25,196.65,248.85,1381.05,156.75,211.45,552.0
2017-07-04,547.55,159.9,337.25,426.9,198.4,246.75,1421.95,158.05,210.7,552.45
2017-07-05,549.95,162.8,331.05,431.75,198.8,247.5,1442.65,159.0,210.05,550.65
2017-07-06,554.65,161.7,337.1,437.1,196.65,251.45,1442.55,158.05,209.85,545.6
2017-07-07,553.35,159.6,334.3,436.85,194.9,251.1,1491.15,159.05,209.45,549.0
2017-07-10,559.35,162.4,333.3,446.95,195.8,258.8,1492.85,160.05,211.35,563.7
2017-07-11,556.85,160.25,330.4,456.95,200.65,254.5,1494.35,163.3,211.95,563.8
2017-07-12,559.1,162.85,328.85,461.0,200.6,253.45,1511.1,164.05,214.0,562.4
2017-07-13,563.95,158.9,338.75,459.05,204.7,253.65,1522.1,163.9,215.1,569.3
2017-07-14,558.4,158.35,337.15,451.3,205.95,250.45,1533.75,167.3,215.2,572.55
2017-07-17,559.8,160.05,325.15,454.15,209.15,247.0,1551.75,168.55,216.7,571.45
2017-07-18,563.3,161.7,284.55,456.15,207.4,248.5,1519.9,167.55,215.4,578.25
2017-07-19,571.2,163.0,291.45,460.6,213.45,254.7,1532.95,167.8,218.65,589.15
2017-07-20,557.2,165.85,289.5,460.15,213.65,255.3,1528.9,165.45,218.7,582.05
2017-07-21,553.25,164.35,288.9,464.6,214.55,262.35,1585.0,164.8,215.3,575.95
2017-07-24,548.5,163.25,293.25,464.0,214.4,261.55,1615.25,164.05,216.75,570.8
2017-07-25,552.95,163.3,291.4,456.1,220.2,258.3,1602.15,163.9,217.0,565.9
2017-07-26,565.75,164.0,293.65,457.3,221.55,260.65,1622.75,166.35,217.3,579.5
2017-07-27,561.25,162.9,288.55,445.4,221.25,255.25,1594.8,165.4,216.65,572.1
2017-07-28,551.9,164.75,291.55,445.85,215.85,251.55,1594.45,163.9,214.65,550.8
2017-07-31,567.1,169.4,285.25,444.6,219.65,249.1,1615.2,164.2,223.3,531.65
2017-08-01,572.4,167.4,287.85,446.9,225.75,251.45,1603.6,165.2,224.4,533.8
2017-08-02,569.25,165.4,285.45,440.35,228.2,250.85,1629.2,171.85,221.8,523.55
2017-08-03,559.3,165.7,281.4,431.45,220.95,241.75,1650.1,172.55,222.95,515.85
2017-08-04,575.85,166.4,280.75,435.6,225.25,249.2,1622.15,177.35,224.6,506.4
2017-08-07,600.05,165.9,279.85,430.0,227.65,251.5,1616.35,174.45,225.95,505.55
2017-08-08,616.45,164.0,274.15,430.0,234.9,245.05,1602.55,171.15,222.9,500.35
2017-08-09,605.05,165.7,272.85,416.05,239.45,242.5,1598.8,173.65,221.9,474.35
2017-08-10,604.35,163.7,273.1,380.2,238.0,238.95,1584.35,172.65,217.4,460.8
2017-08-11,596.75,159.65,271.5,374.5,221.0,235.9,1546.25,168.85,218.9,450.0
2017-08-14,623.75,161.7,271.25,375.4,229.15,238.15,1573.05,171.75,222.75,471.8
2017-08-16,631.2,160.95,279.2,389.25,233.6,237.95,1566.1,170.1,220.7,485.7
2017-08-17,625.4,160.6,280.0,385.3,230.3,246.95,1567.1,176.8,219.45,488.25
2017-08-18,625.65,160.9,281.85,380.4,230.05,243.35,1575.4,173.4,222.95,470.15
2017-08-21,621.55,157.15,281.6,374.35,224.9,238.45,1564.4,172.0,220.3,460.55
2017-08-22,619.6,159.45,282.9,373.6,228.9,240.55,1560.05,167.7,219.5,470.45
2017-08-23,634.6,159.7,282.55,379.95,230.9,241.1,1582.05,170.25,219.75,469.2
2017-08-24,639.0,159.45,281.45,384.15,233.0,241.3,1568.05,169.0,220.95,483.0
2017-08-28,635.85,160.6,282.45,379.3,233.55,243.6,1566.55,173.3,217.1,493.2
2017-08-29,630.2,157.25,280.25,376.1,227.3,238.25,1532.15,168.4,215.3,481.8
2017-08-30,638.65,158.4,282.0,378.5,236.35,241.8,1564.1,167.95,215.6,484.25
2017-08-31,638.05,156.95,282.25,376.55,238.0,237.4,1594.5,168.75,219.25,481.15
2017-09-01,651.2,159.95,283.6,390.85,243.75,238.65,1610.1,168.25,216.5,486.2
2017-09-04,646.55,161.8,283.1,383.4,242.45,246.5,1613.35,168.25,217.6,500.7
2017-09-05,652.1,162.8,282.85,388.15,241.9,253.85,1632.6,169.5,216.2,491.85
2017-09-06,653.0,162.3,275.7,382.7,245.8,255.8,1645.4,169.95,214.3,474.25
2017-09-07,652.8,162.3,270.4,378.15,249.95,253.3,818.1,170.1,215.9,480.45
2017-09-08,655.4,161.85,272.35,375.05,249.55,255.0,816.9,167.75,213.1,471.35
2017-09-11,662.6,163.05,273.6,375.3,250.05,257.05,817.9,170.55,215.6,467.45
2017-09-12,682.9,162.3,277.65,388.25,250.95,257.55,823.75,170.35,215.3,483.4
2017-09-13,679.65,161.05,271.5,389.65,248.0,256.35,849.0,168.95,213.75,503.35
2017-09-14,677.7,159.35,272.0,404.4,247.2,255.05,843.85,168.65,213.95,524.65
2017-09-15,678.95,166.75,269.3,401.75,247.8,259.8,841.8,167.35,212.5,524.3
2017-09-18,672.9,165.2,267.0,404.95,249.5,264.55,845.55,168.0,215.35,521.05
2017-09-19,676.4,165.9,267.85,423.65,246.5,258.55,838.6,169.0,215.85,515.8
2017-09-20,687.65,167.7,271.55,414.8,244.1,256.55,847.15,167.8,212.9,505.5
2017-09-21,687.1,165.9,269.55,413.65,244.55,254.05,841.35,168.2,211.55,519.65
2017-09-22,654.0,164.45,268.45,411.8,230.9,253.8,817.4,166.0,209.55,513.85
2017-09-25,639.75,164.8,262.25,408.2,229.1,257.05,821.55,166.25,210.15,505.95
2017-09-26,654.1,171.4,262.45,411.25,234.6,260.4,820.1,166.95,210.75,507.6
2017-09-27,649.35,170.2,258.5,404.9,233.65,260.85,799.15,165.0,208.15,494.7
2017-09-28,649.7,171.55,261.55,401.4,238.45,267.8,786.45,166.05,209.0,499.2
2017-09-29,652.55,170.95,258.3,401.5,240.6,270.85,780.9,167.45,211.0,503.25
2017-10-03,660.8,170.65,261.4,416.0,241.6,272.0,798.35,168.4,206.15,502.65
2017-10-04,659.0,172.1,267.4,423.55,241.9,270.0,818.85,168.05,209.05,517.9
2017-10-05,661.0,171.2,265.25,423.3,240.75,273.25,824.15,171.1,204.95,513.8
2017-10-06,691.45,173.85,266.15,424.85,250.9,276.7,837.05,176.05,204.75,530.2
2017-10-09,697.25,170.7,268.0,425.6,249.5,281.35,830.65,174.9,200.95,531.4
2017-10-10,690.8,170.35,266.2,423.6,252.05,285.65,843.2,175.5,204.75,527.2
2017-10-11,682.3,169.15,265.4,415.5,249.5,282.95,840.15,174.85,202.85,526.05
2017-10-12,691.6,169.7,267.0,420.15,264.45,282.4,872.75,176.7,202.3,539.55
2017-10-13,710.85,169.65,265.95,424.8,266.6,287.25,876.45,175.85,205.65,534.7
2017-10-16,714.95,172.05,267.5,437.05,271.4,290.7,876.8,175.45,205.75,547.95
2017-10-17,712.5,171.2,267.25,432.3,276.5,290.05,874.35,175.9,204.9,547.2
2017-10-18,709.6,174.45,270.35,433.2,275.3,290.0,914.5,178.05,213.55,540.2
2017-10-19,705.5,172.05,269.65,426.95,273.9,285.8,909.9,175.05,210.65,535.75
2017-10-23,712.0,171.7,267.05,422.75,271.9,289.85,939.75,176.95,213.55,540.4
2017-10-24,719.3,176.0,267.0,416.05,268.85,289.7,934.25,181.65,215.05,534.55
2017-10-25,717.6,176.85,269.25,421.95,266.75,289.15,939.9,183.35,216.1,523.25
2017-10-26,729.2,177.35,268.4,419.4,272.9,293.35,947.4,184.65,212.0,530.15
2017-10-27,726.8,184.0,269.35,429.9,270.05,289.15,929.85,181.95,211.75,549.9
2017-10-30,718.25,186.6,265.15,436.55,273.2,288.9,942.5,182.6,212.4,553.1
2017-10-31,703.8,191.1,265.7,428.4,267.4,286.45,940.85,181.25,211.85,552.9
2017-11-01,707.3,191.0,269.85,437.75,275.3,286.55,952.55,180.75,210.35,548.7
2017-11-02,706.1,188.0,265.65,434.9,270.8,291.2,946.6,180.25,215.2,563.45
2017-11-03,708.9,191.85,265.4,447.7,268.9,286.55,945.3,181.95,210.05,551.25
2017-11-06,706.8,199.25,264.9,462.9,272.95,286.35,932.5,179.25,210.7,541.2
2017-11-07,693.2,193.8,265.3,451.85,266.9,284.65,906.7,178.4,207.65,527.6
2017-11-08,693.15,192.55,265.4,438.2,263.05,288.05,887.8,176.35,208.15,537.8
2017-11-09,703.4,189.6,260.05,440.15,263.3,283.25,900.5,178.05,208.0,533.9
2017-11-10,702.25,191.1,261.7,422.55,264.05,284.35,883.85,176.55,211.35,527.85
2017-11-13,691.05,184.2,258.3,418.1,260.9,274.95,875.25,176.95,211.0,532.55
2017-11-14,685.5,182.0,256.55,414.3,261.0,274.15,886.7,177.05,206.95,526.05
2017-11-15,677.75,177.55,253.3,408.65,251.85,272.35,883.7,174.2,207.0,504.65
2017-11-16,686.35,179.15,255.1,413.45,254.7,268.35,903.85,176.45,208.3,508.55
2017-11-17,701.2,177.6,258.0,421.8,258.85,272.8,911.9,177.55,208.6,517.1
2017-11-20,702.15,180.0,259.2,423.0,261.45,278.35,920.85,180.45,208.8,517.15
2017-11-21,711.35,180.9,255.8,424.25,261.45,273.8,932.55,182.95,206.6,538.05
2017-11-22,711.05,181.3,258.15,428.6,257.75,271.8,930.75,181.85,207.05,535.25
2017-11-23,712.7,181.7,258.15,426.25,255.25,270.45,947.0,180.4,209.05,544.75
2017-11-24,708.45,181.0,260.75,425.5,251.65,271.5,951.1,180.3,211.2,549.5
2017-11-27,702.55,184.05,259.25,421.4,249.65,271.65,951.35,186.35,210.15,551.55
2017-11-28,703.85,181.25,257.0,415.95,250.65,274.35,943.35,182.8,208.35,543.15
2017-11-29,709.3,182.45,258.05,413.95,246.9,276.3,946.0,182.0,208.75,547.1
2017-11-30,694.15,180.65,256.05,404.15,240.45,275.8,921.55,181.15,206.05,539.95
2017-12-01,680.9,179.65,255.2,398.9,235.35,272.05,910.1,181.3,202.95,525.95
2017-12-04,687.8,181.6,255.1,403.65,239.55,265.9,901.6,180.2,202.75,520.75
2017-12-05,675.7,178.4,253.85,402.25,240.05,265.25,913.7,177.1,200.3,523.15
2017-12-06,667.6,175.85,251.6,397.05,232.1,265.1,926.65,175.65,200.25,511.35
2017-12-07,688.0,177.05,253.35,402.0,237.2,262.8,931.55,180.3,202.3,510.35
2017-12-08,697.8,180.25,262.2,411.15,239.7,264.85,921.0,180.4,203.1,521.85
2017-12-11,699.55,178.9,266.25,410.15,238.1,269.85,916.15,178.35,204.3,529.6
2017-12-12,689.85,183.3,261.55,406.85,237.95,263.4,915.6,175.9,202.9,520.85
2017-12-13,680.85,183.9,259.0,401.95,234.45,263.15,914.65,176.05,200.5,516.85
2017-12-14,685.75,184.35,264.25,402.4,236.4,262.85,921.5,177.3,200.1,514.4
2017-12-15,694.7,183.0,264.6,405.1,242.75,271.0,919.75,177.45,198.85,518.35
2017-12-18,704.7,183.05,263.2,405.8,249.65,267.65,921.0,177.75,199.9,529.8
2017-12-19,710.2,185.2,264.25,420.1,254.3,267.6,925.95,180.05,202.6,527.5
2017-12-20,702.8,188.0,263.3,422.6,258.35,269.45,918.15,178.45,202.95,527.25
2017-12-21,714.6,188.0,263.05,420.8,263.3,267.9,912.95,180.1,203.1,528.2
2017-12-22,711.2,193.4,263.1,422.0,267.85,265.9,920.4,179.75,203.05,530.95
2017-12-26,721.65,193.7,264.15,424.2,268.65,263.75,929.8,178.45,202.45,541.3
2017-12-27,723.45,192.6,262.15,422.45,265.75,262.55,923.75,177.5,201.2,576.3
2017-12-28,736.25,193.0,261.85,418.6,275.25,263.15,924.2,176.15,199.15,568.4
2017-12-29,732.4,195.2,263.25,431.85,273.55,262.95,921.05,177.0,200.35,571.15
