"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"TATAMOTORS","EQ","02-Jan-2017","        472.00","        472.00","        488.70","        469.05","        486.55","        487.05","        479.72","    4024156","          1930454560.15","      46945"
"TATAMOTORS","EQ","03-Jan-2017","        487.05","        491.00","        492.70","        479.90","        480.50","        481.10","        486.65","    5814518","          2829623413.45","      68062"
"TATAMOTORS","EQ","04-Jan-2017","        481.10","        484.65","        493.70","        484.10","        487.00","        486.65","        489.31","    4769872","          2333956956.20","      90870"
"TATAMOTORS","EQ","05-Jan-2017","        486.65","        496.00","        503.40","        495.55","        502.00","        502.15","        500.55","    7961242","          3984968934.20","     129715"
"TATAMOTORS","EQ","06-Jan-2017","        502.15","        502.95","        507.95","        496.25","        498.55","        497.75","        501.97","    4907475","          2463423038.80","      83283"
"TATAMOTORS","EQ","09-Jan-2017","        497.75","        499.40","        504.60","        492.15","        501.25","        500.15","        500.22","    3932710","          1967232558.05","      50574"
"TATAMOTORS","EQ","10-Jan-2017","        500.15","        506.55","        518.00","        505.95","        517.90","        516.25","        512.98","    7973024","          4089968794.35","     118993"
"TATAMOTORS","EQ","11-Jan-2017","        516.25","        520.25","        523.95","        517.15","        518.85","        519.25","        519.85","    4886398","          2540172057.05","      79188"
"TATAMOTORS","EQ","12-Jan-2017","        519.25","        521.70","        524.00","        513.20","        519.15","        518.25","        518.43","    4219627","          2187594098.15","      58936"
"TATAMOTORS","EQ","13-Jan-2017","        518.25","        523.25","        523.25","        507.50","        514.95","        514.85","        512.45","    6367248","          3262892870.90","      91625"
"TATAMOTORS","EQ","16-Jan-2017","        514.85","        518.65","        529.45","        517.00","        526.50","        526.40","        524.43","    6084582","          3190932912.90","      76463"
"TATAMOTORS","EQ","17-Jan-2017","        526.40","        528.10","        530.80","        521.00","        521.30","        523.70","        526.18","    4297426","          2261205608.65","      59209"
"TATAMOTORS","EQ","18-Jan-2017","        523.70","        523.05","        529.60","        521.20","        522.50","        522.45","        524.36","    5874608","          3080413159.35","      47816"
"TATAMOTORS","EQ","19-Jan-2017","        522.45","        523.00","        535.60","        522.70","        530.65","        531.45","        531.81","    5810128","          3089895902.50","      93713"
"TATAMOTORS","EQ","20-Jan-2017","        531.45","        527.40","        529.30","        521.25","        523.50","        523.20","        524.93","    5013928","          2631946677.00","      95695"
"TATAMOTORS","EQ","23-Jan-2017","        523.20","        523.20","        534.95","        523.00","        533.40","        532.70","        530.73","    4209879","          2234307172.50","      65587"
"TATAMOTORS","EQ","24-Jan-2017","        532.70","        533.00","        543.00","        532.35","        540.95","        541.55","        540.22","    5183630","          2800288428.45","      70595"
"TATAMOTORS","EQ","25-Jan-2017","        541.55","        543.25","        551.90","        541.55","        550.00","        548.90","        545.77","    4504941","          2458661120.25","      96866"
"TATAMOTORS","EQ","27-Jan-2017","        548.90","        549.00","        552.00","        539.75","        540.75","        541.95","        544.76","    4493803","          2448039954.25","      71162"
"TATAMOTORS","EQ","30-Jan-2017","        541.95","        542.00","        543.50","        530.80","        532.75","        532.30","        535.12","    4163428","          2227952952.45","      68161"
"TATAMOTORS","EQ","31-Jan-2017","        532.30","        530.20","        531.50","        518.00","        522.35","        523.55","        525.35","    6035022","          3170512183.75","      89536"
"TATAMOTORS","EQ","01-Feb-2017","        523.55","        527.50","        544.50","        522.90","        540.15","        542.25","        534.94","    4786720","          2560622924.35","      68602"
"TATAMOTORS","EQ","02-Feb-2017","        542.25","        537.60","        537.60","        526.80","        532.50","        531.50","        530.90","    6579801","          3493238632.40","      97475"
"TATAMOTORS","EQ","03-Feb-2017","        531.50","        531.90","        531.90","        519.50","        522.35","        522.60","        524.40","    5298261","          2778383924.40","      88449"
"TATAMOTORS","EQ","06-Feb-2017","        522.60","        527.90","        531.45","        523.20","        524.35","        525.85","        527.59","    3642527","          1921753045.95","      65553"
"TATAMOTORS","EQ","07-Feb-2017","        525.85","        524.80","        524.80","        502.00","        507.10","        506.80","        511.91","    7987282","          4088778845.85","     132944"
"TATAMOTORS","EQ","08-Feb-2017","        506.80","        512.35","        514.95","        506.30","        513.20","        513.05","        512.60","    5975054","          3062802064.90","     103444"
"TATAMOTORS","EQ","09-Feb-2017","        513.05","        515.40","        518.00","        505.75","        513.65","        512.85","        512.31","    4099871","          2100388447.40","      59432"
"TATAMOTORS","EQ","10-Feb-2017","        512.85","        513.00","        514.80","        506.50","        508.60","        509.55","        509.89","    4732032","          2412820666.35","      55363"
"TATAMOTORS","EQ","13-Feb-2017","        509.55","        512.70","        512.70","        503.30","        503.95","        505.30","        506.15","    4700518","          2379145841.70","      75275"
