"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"SUNPHARMA","EQ","02-Jan-2017","        630.00","        633.00","        640.35","        627.00","        633.90","        634.05","        635.10","    2266225","          1439270021.20","      46055"
"SUNPHARMA","EQ","03-Jan-2017","        634.05","        637.00","        641.95","        631.85","        636.00","        636.10","        637.13","    2821892","          1797910288.75","      58293"
"SUNPHARMA","EQ","04-Jan-2017","        636.10","        638.00","        643.80","        634.80","        640.50","        637.35","        638.64","    2500456","          1596892396.05","      42866"
"SUNPHARMA","EQ","05-Jan-2017","        637.35","        646.10","        647.90","        641.50","        642.90","        643.45","        644.65","    2589560","          1669349914.70","      63865"
"SUNPHARMA","EQ","06-Jan-2017","        643.45","        648.10","        649.75","        639.45","        641.00","        640.75","        644.39","    1864378","          1201382237.10","      53069"
"SUNPHARMA","EQ","09-Jan-2017","        640.75","        641.10","        646.90","        631.00","        632.10","        632.05","        635.79","    1827405","          1161851250.70","      45997"
"SUNPHARMA","EQ","10-Jan-2017","        632.05","        635.00","        639.90","        627.10","        639.15","        638.55","        633.98","    2559697","          1622788171.85","      65558"
"SUNPHARMA","EQ","11-Jan-2017","        638.55","        640.00","        649.55","        639.30","        646.25","        648.20","        645.61","    2784843","          1797912999.35","      58559"
"SUNPHARMA","EQ","12-Jan-2017","        648.20","        629.00","        646.90","        629.00","        645.15","        644.75","        638.96","    6269913","          4006213179.95","     106936"
"SUNPHARMA","EQ","13-Jan-2017","        644.75","        647.00","        657.40","        642.45","        651.95","        653.00","        651.27","    3524996","          2295728776.70","      46104"
"SUNPHARMA","EQ","16-Jan-2017","        653.00","        651.00","        654.90","        642.20","        643.50","        643.50","        647.47","    1349694","           873883365.45","      31954"
"SUNPHARMA","EQ","17-Jan-2017","        643.50","        645.00","        652.70","        644.45","        648.10","        649.70","        649.67","    3016496","          1959735677.10","      62451"
"SUNPHARMA","EQ","18-Jan-2017","        649.70","        649.00","        654.00","        644.50","        649.05","        649.95","        650.10","    4013631","          2609275799.65","      53000"
"SUNPHARMA","EQ","19-Jan-2017","        649.95","        647.00","        653.70","        641.10","        641.80","        643.45","        647.16","    2089653","          1352343765.90","      43776"
"SUNPHARMA","EQ","20-Jan-2017","        643.45","        642.85","        647.40","        640.00","        641.50","        641.55","        642.53","    3671360","          2358945837.45","      31285"
"SUNPHARMA","EQ","23-Jan-2017","        641.55","        640.00","        645.25","        632.50","        633.95","        633.65","        636.84","    2955807","          1882387025.00","      55577"
"SUNPHARMA","EQ","24-Jan-2017","        633.65","        636.00","        644.50","        636.00","        642.05","        641.40","        641.08","    2187797","          1402554432.95","      43162"
"SUNPHARMA","EQ","25-Jan-2017","        641.40","        644.00","        646.70","        634.20","        635.90","        635.85","        638.34","    3068071","          1958484360.60","      55704"
"SUNPHARMA","EQ","27-Jan-2017","        635.85","        638.30","        643.00","        633.80","        642.10","        640.50","        638.79","    2362371","          1509055281.05","      65787"
"SUNPHARMA","EQ","30-Jan-2017","        640.50","        640.05","        654.90","        639.00","        643.65","        644.75","        648.92","    2406083","          1561361538.55","      44606"
"SUNPHARMA","EQ","31-Jan-2017","        644.75","        644.50","        649.00","        630.00","        630.75","        631.50","        635.82","    1926978","          1225218478.95","      47290"
